,dataset,k,model,sct_method,W,cutoff,proved_exact,h_tot,regions,h_regions,del_e,time
55,ecodemo_NUTS1,20,skater,MST,,,False,0.882476105039175,"[[34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [1, 2, 3, 4, 6, 7, 10, 11, 14, 15, 16, 17, 23, 27, 30, 36, 38, 39], [20, 21, 32, 40, 41, 42, 43, 44, 51, 53, 54, 55, 63, 64], [5, 9, 13, 18, 19, 31], [78, 82, 83, 85, 86], [22, 25, 26, 28, 33], [87, 89, 92], [70, 76], [52, 62], [50, 57], [90, 93], [81], [8], [24], [91], [0], [12], [37], [65], [29]]","[0.268426474505181, 0.21631614275663166, 0.1685420175544396, 0.035393204392677506, 0.05935835736335536, 0.03188183885082335, 0.05051082846535194, 0.01798197921708821, 0.019769335351729117, 0.010014768568447699, 0.00428115801344959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.008380889892578125
56,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,1.0,current-best,2.01489291,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (0, 1), (7, 8), (77, 78), (28, 37), (25, 27), (39, 40), (5, 12)]",1.251429557800293
57,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,5.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",5.300574064254762
58,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,10.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",10.39254665374756
59,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,15.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",15.670547723770142
60,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,20.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",20.857056617736816
61,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,30.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",31.43109965324402
62,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,40.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",42.006825685501106
63,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,50.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",52.614123821258545
64,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,60.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",63.201646089553826
65,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,80.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",85.85625505447388
66,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,100.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",112.02051877975464
67,ecodemo_NUTS1,10,mdd,full_order_CL,50.0,3.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (5, 12), (39, 40), (25, 27)]",3.1882855892181396
